case_id,process_name,activity,timestamp,resource,outcome,service_name,process_id,service_id,lifecycle,application_status,duration_hours,variant
P2-C0004,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-31T22:51:36Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,68.51,V1_DirectApproval
P2-C0004,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-08-01T00:28:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,1.61,V1_DirectApproval
P2-C0004,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-08-01T19:06:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,18.64,V1_DirectApproval
P2-C0004,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-08-02T23:00:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,27.89,V1_DirectApproval
P2-C0004,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-08-03T06:40:12Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,7.67,V1_DirectApproval
P2-C0004,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-08-03T07:00:00Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.33,V1_DirectApproval
P2-C0005,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-05T13:36:00Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.6,V1_DirectApproval
P2-C0005,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-06T03:21:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,13.75,V1_DirectApproval
P2-C0005,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-09T02:06:36Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,70.76,V1_DirectApproval
P2-C0005,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-09T08:18:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,76.96,V1_DirectApproval
P2-C0005,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-09T14:48:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,6.49,V1_DirectApproval
P2-C0005,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-10T08:27:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,17.66,V1_DirectApproval
P2-C0005,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-10T22:11:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,13.73,V1_DirectApproval
P2-C0005,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-11T01:05:24Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,2.9,V1_DirectApproval
P2-C0005,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-11T01:15:36Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.17,V1_DirectApproval
P2-C0006,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-21T09:31:12Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.52,V1_DirectApproval
P2-C0006,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-22T00:00:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,14.48,V1_DirectApproval
P2-C0006,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-24T08:22:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,56.37,V1_DirectApproval
P2-C0006,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-25T04:34:12Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,76.57,V1_DirectApproval
P2-C0006,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-25T08:47:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,4.22,V1_DirectApproval
P2-C0006,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-26T00:04:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,15.28,V1_DirectApproval
P2-C0006,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-27T08:58:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,32.9,V1_DirectApproval
P2-C0006,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-27T15:46:12Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,6.8,V1_DirectApproval
P2-C0006,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-27T16:13:48Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.46,V1_DirectApproval
P2-C0007,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-25T13:57:00Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.95,V1_DirectApproval
P2-C0007,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-26T09:15:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,19.3,V1_DirectApproval
P2-C0007,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-28T05:03:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,43.81,V1_DirectApproval
P2-C0007,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-28T21:24:36Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,60.16,V1_DirectApproval
P2-C0007,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-29T00:14:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,2.83,V1_DirectApproval
P2-C0007,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-29T12:33:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,12.31,V1_DirectApproval
P2-C0007,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-30T17:13:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,28.68,V1_DirectApproval
P2-C0007,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-30T19:57:00Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,2.72,V1_DirectApproval
P2-C0007,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-30T20:17:24Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.34,V1_DirectApproval
P2-C0008,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-01T10:42:00Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.7,V1_DirectApproval
P2-C0008,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-02T06:08:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,19.44,V1_DirectApproval
P2-C0008,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-04T06:36:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,48.47,V1_DirectApproval
P2-C0008,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-04T08:23:24Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,50.25,V1_DirectApproval
P2-C0008,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-04T13:01:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,4.64,V1_DirectApproval
P2-C0008,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-04T21:12:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,8.17,V1_DirectApproval
P2-C0008,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-06T18:50:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,45.64,V1_DirectApproval
P2-C0008,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-07T03:55:48Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,9.09,V1_DirectApproval
P2-C0008,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-07T04:22:12Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.44,V1_DirectApproval
P2-C0009,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-21T11:52:48Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.88,V1_DirectApproval
P2-C0009,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-22T10:09:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,22.27,V1_DirectApproval
P2-C0009,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-24T10:01:48Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,47.88,V1_DirectApproval
P2-C0009,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-25T19:40:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,81.52,V1_DirectApproval
P2-C0009,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-26T02:44:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,7.07,V1_DirectApproval
P2-C0009,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-26T10:08:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,7.4,V1_DirectApproval
P2-C0009,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-27T06:09:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,20.01,V1_DirectApproval
P2-C0009,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-27T13:34:48Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,7.43,V1_DirectApproval
P2-C0009,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-27T14:05:24Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.51,V1_DirectApproval
P2-C0010,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-26T17:36:36Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.61,V1_DirectApproval
P2-C0010,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-27T02:27:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,8.85,V1_DirectApproval
P2-C0010,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-29T09:03:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,54.59,V1_DirectApproval
P2-C0010,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-29T23:18:00Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,68.84,V1_DirectApproval
P2-C0010,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-30T01:08:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,1.84,V1_DirectApproval
P2-C0010,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-30T23:01:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,21.88,V1_DirectApproval
P2-C0010,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-08-01T12:12:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,37.18,V1_DirectApproval
P2-C0010,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-08-01T17:15:00Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,5.05,V1_DirectApproval
P2-C0010,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-08-01T17:30:00Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.25,V1_DirectApproval
P2-C0011,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-02T15:48:36Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.81,V1_DirectApproval
P2-C0011,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-03T04:30:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,12.69,V1_DirectApproval
P2-C0011,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-04T10:43:12Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,30.22,V1_DirectApproval
P2-C0011,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-06T08:18:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,75.81,V1_DirectApproval
P2-C0011,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-06T10:21:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,2.04,V1_DirectApproval
P2-C0011,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-06T16:16:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,5.93,V1_DirectApproval
P2-C0011,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-07T16:23:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,24.11,V1_DirectApproval
P2-C0011,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-07T21:50:24Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,5.45,V1_DirectApproval
P2-C0011,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-07T22:10:12Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.33,V1_DirectApproval
P2-C0012,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-29T12:30:00Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.5,V1_DirectApproval
P2-C0012,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-29T21:37:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,9.13,V1_DirectApproval
P2-C0012,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-31T14:08:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,40.51,V1_DirectApproval
P2-C0012,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-08-01T15:18:36Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,65.68,V1_DirectApproval
P2-C0012,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-08-01T19:07:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,3.82,V1_DirectApproval
P2-C0012,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-08-02T17:14:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,22.11,V1_DirectApproval
P2-C0012,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-08-03T10:07:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,16.89,V1_DirectApproval
P2-C0012,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-08-03T15:37:12Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,5.49,V1_DirectApproval
P2-C0012,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-08-03T16:11:24Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.57,V1_DirectApproval
P2-C0013,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-09T16:10:48Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,1.18,V1_DirectApproval
P2-C0013,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-10T02:03:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,9.88,V1_DirectApproval
P2-C0013,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-12T05:30:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,51.45,V1_DirectApproval
P2-C0013,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-12T07:33:00Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,53.49,V1_DirectApproval
P2-C0013,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-12T11:21:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,3.8,V1_DirectApproval
P2-C0013,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-13T02:36:00Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,15.25,V1_DirectApproval
P2-C0013,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-14T16:02:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,37.44,V1_DirectApproval
P2-C0013,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-14T20:24:36Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,4.37,V1_DirectApproval
P2-C0013,Housing Rental Subsidy Application and Eligibility Verification Process,Notify Applicant,2026-07-14T21:10:48Z,CityStart Platform,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,approved,0.77,V1_DirectApproval
P2-C0014,Housing Rental Subsidy Application and Eligibility Verification Process,Submit Housing Subsidy Application,2026-07-06T15:34:48Z,Citizen,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,0.58,V1_DirectApproval
P2-C0014,Housing Rental Subsidy Application and Eligibility Verification Process,Check Submitted Documents,2026-07-06T22:34:12Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,6.99,V1_DirectApproval
P2-C0014,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Housing Information,2026-07-08T06:51:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,32.29,V1_DirectApproval
P2-C0014,Housing Rental Subsidy Application and Eligibility Verification Process,Verify Employment Information,2026-07-09T01:06:36Z,Human Resources Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,50.54,V1_DirectApproval
P2-C0014,Housing Rental Subsidy Application and Eligibility Verification Process,Combine Verification Results,2026-07-09T03:37:48Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,2.52,V1_DirectApproval
P2-C0014,Housing Rental Subsidy Application and Eligibility Verification Process,Assess Eligibility,2026-07-09T10:15:36Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,pending,6.63,V1_DirectApproval
P2-C0014,Housing Rental Subsidy Application and Eligibility Verification Process,Review Application,2026-07-11T05:44:24Z,Housing Security Department,in_progress,Housing Rental Subsidy Application Service,P2,S6,complete,under_review,43.48,V1_DirectApproval
P2-C0014,Housing Rental Subsidy Application and Eligibility Verification Process,Approve Application,2026-07-11T13:17:24Z,Housing Security Department,approved,Housing Rental Subsidy Application Service,P2,S6,complete,approved,7.55,V1_DirectApproval
